domain,english,igbo
agriculture,Mary often harvested cassava. today.,Mary kpọrọ akpụ.
food,Today egg very tastes good. today.,akwa na-atọ ụtọ.
transportation,Quickly Peter always boarded a airport. again.,Peter banyere ọdụ ụgbọ elu.
general,Ada works well.,Ada na-arụ ọrụ nke ọma.
general,Please Ada works well. now.,Ada na-arụ ọrụ nke ọma.
transportation,Grace boarded a car.,Grace banyere ụgbọala.
transportation,Today Grace always boarded a car. today.,Grace banyere ụgbọala.
technology,Kindly Emeka always repaired the software.,Emeka rụziri sọftụwia.
education,Today Every tailor really needs education. now.,onye akwa niile chọrọ agụmakwụkwọ.
agriculture,The sometimes farmer planted pepper. today.,Onye ọrụ ugbo kụrụ ose.
weather,Tomorrow The sun really is changing.,anwụ na-agbanwe.
agriculture,Tomorrow Peter always harvested rice. again.,Peter kpọrọ osikapa.
general,The book is small.,akwụkwọ ahụ dị obere.
general,Quickly The book is small. again.,akwụkwọ ahụ dị obere.
education,The classroom sometimes is open.,ụlọ klas meghere.
health,Kindly The doctor always treated typhoid. now.,Dọkịta gwọrọ taịfọd.
food,Ada ate beans.,Ada riri agwa.
food,Ada very ate beans. immediately.,Ada riri agwa.
agriculture,Please The farmer often planted pepper. today.,Onye ọrụ ugbo kụrụ ose.
government,Tomorrow The government announced always a meeting.,gọọmenti kwupụtara nzukọ.
health,Ada has malaria.,Ada nwere iba.
health,Ada often has malaria. again.,Ada nwere iba.
general,Obinna has a bag.,Obinna nwere akpa.
general,Quickly Obinna has really a bag. immediately.,Obinna nwere akpa.
health,John visited the often hospital today. today.,John gara ụlọ ọgwụ taa.
health,Chinedu often visited the hospital today. today.,Chinedu gara ụlọ ọgwụ taa.
government,Quickly The minister announced a meeting. again.,mịnista kwupụtara nzukọ.
general,Peter lives in Abuja.,Peter bi na Abuja.
general,Kindly Peter lives in Abuja. carefully.,Peter bi na Abuja.
government,Chioma met the governor.,Chioma zutere gọvanọ.
government,Chioma met very the governor. today.,Chioma zutere gọvanọ.
transportation,The very car arrived early. immediately.,ụgbọala rutere n'oge.
weather,Tomorrow The rain often is changing. today.,mmiri ozuzo na-agbanwe.
business,David sold the car.,David rere ụgbọala.
business,Now David sold the car. immediately.,David rere ụgbọala.
technology,Please John repaired always the database. now.,John rụziri ụlọ nchekwa data.
education,Now Every really tailor needs education. today.,onye akwa niile chọrọ agụmakwụkwọ.
food,Kindly Chioma often ate cassava. carefully.,Chioma riri akpụ.
food,John cooked rice.,John siri osikapa.
food,Quickly John often cooked rice. immediately.,John siri osikapa.
education,Today Every mechanic often needs education. today.,onye nrụzi ụgbọala niile chọrọ agụmakwụkwọ.
food,Tomorrow beans really tastes good. immediately.,agwa na-atọ ụtọ.
business,Please Chioma really bought soup. again.,Chioma zụtara ofe.
general,Mary is a doctor.,Mary bụ dọkịta.
general,Now Mary is sometimes a doctor.,Mary bụ dọkịta.
weather,Now The sometimes storm is changing.,oke ifufe na-agbanwe.
weather,Please The storm really is changing.,oke ifufe na-agbanwe.
transportation,Today David travelled often to Owerri. now.,David gara Owerri.
health,Quickly Ada visited very the hospital today.,Ada gara ụlọ ọgwụ taa.
transportation,Kindly The very airport arrived early. immediately.,ọdụ ụgbọ elu rutere n'oge.
agriculture,Today Chioma always harvested maize. now.,Chioma kpọrọ ọka.
general,Grace works well.,Grace na-arụ ọrụ nke ọma.
general,Tomorrow Grace works well. immediately.,Grace na-arụ ọrụ nke ọma.
education,Today Grace really studies in the teacher. immediately.,Grace na-amụ na onye nkuzi.
weather,Quickly There is rain today. now.,mmiri ozuzo dị taa.
general,Today John will come tomorrow. again.,John ga bịa echi.
food,Tomorrow John sometimes cooked fish. now.,John siri azụ.
agriculture,Kindly rice sometimes grows well. now.,osikapa na-eto nke ọma.
government,Quickly The very senator announced a meeting. again.,senetọ kwupụtara nzukọ.
general,Kindly Ada very lives in Abuja. again.,Ada bi na Abuja.
transportation,Kindly The bus often arrived early. carefully.,bọs rutere n'oge.
government,Tomorrow The election often was peaceful. again.,Ntuli aka gara nke ọma.
weather,Today Grace very likes the weather. now.,Grace hụrụ ihu igwe n'anya.
transportation,Now Obinna travelled always to Abuja. carefully.,Obinna gara Abuja.
business,Peter sold the computer.,Peter rere kọmputa.
business,Today Peter sold the computer.,Peter rere kọmputa.
food,Mary ate meat.,Mary riri anụ.
food,Quickly Mary really ate meat. immediately.,Mary riri anụ.
government,Now The often governor announced a meeting.,gọvanọ kwupụtara nzukọ.
food,Chinedu ate yam.,Chinedu riri ji.
food,Tomorrow Chinedu sometimes ate yam. immediately.,Chinedu riri ji.
weather,Quickly The rain sometimes is changing. now.,mmiri ozuzo na-agbanwe.
education,Kindly Obinna very studies in the student.,Obinna na-amụ na nwa akwụkwọ.
weather,Please There sometimes is cloud today.,igwe ojii dị taa.
agriculture,Kindly Peter always harvested yam. again.,Peter kpọrọ ji.
business,Now The trader very visited Lagos. again.,Onye ahịa gara Lagos.
business,Tomorrow The trader visited Nigeria. now.,Onye ahịa gara Naịjirịa.
transportation,Now Chioma often boarded a bicycle. now.,Chioma banyere igwe kwụ otu ebe.
weather,Chinedu likes the storm.,Chinedu hụrụ oke ifufe n'anya.
weather,Now Chinedu very likes the storm. today.,Chinedu hụrụ oke ifufe n'anya.
business,Emeka bought meat.,Emeka zụtara anụ.
business,Today Emeka always bought meat. carefully.,Emeka zụtara anụ.
technology,Mary uses a internet.,Mary na-eji ịntanet.
technology,Today Mary uses really a internet. now.,Mary na-eji ịntanet.
government,The election very was peaceful. carefully.,Ntuli aka gara nke ọma.
food,Kindly rice sometimes tastes good. carefully.,osikapa na-atọ ụtọ.
education,Today The teacher very is open. carefully.,onye nkuzi meghere.
health,Now David always has diabetes. today.,David nwere shuga.
food,Please bread often tastes good. immediately.,achịcha na-atọ ụtọ.
government,Kindly The election very was peaceful. carefully.,Ntuli aka gara nke ọma.
government,Please The president announced a meeting. today.,onye isi ala kwupụtara nzukọ.
agriculture,Today The often farmer planted maize.,Onye ọrụ ugbo kụrụ ọka.
health,Today John very has cholera. now.,John nwere kọlera.
food,Tomorrow yam often tastes good.,ji na-atọ ụtọ.
health,Mary often has typhoid. immediately.,Mary nwere taịfọd.
general,Peter is a chef.,Peter bụ onye isi nri.
general,Quickly Peter really is a chef. today.,Peter bụ onye isi nri.
weather,Quickly There is always storm today. today.,oke ifufe dị taa.
health,Quickly John visited often the hospital today.,John gara ụlọ ọgwụ taa.
general,Peter lives in Kano.,Peter bi na Kano.
general,Now Peter lives in Kano.,Peter bi na Kano.
food,Emeka ate egg.,Emeka riri akwa.
food,Tomorrow Emeka ate egg. carefully.,Emeka riri akwa.
technology,The website always is new. carefully.,weebụsaịtị ahụ dị ọhụrụ.
food,Kindly Grace cooked soup.,Grace siri ofe.
agriculture,Today Ada always harvested cassava. today.,Ada kpọrọ akpụ.
food,Obinna ate fish.,Obinna riri azụ.
food,Quickly Obinna really ate fish. now.,Obinna riri azụ.
weather,Now The really weather is changing. now.,ihu igwe na-agbanwe.
food,Quickly Grace cooked egg. again.,Grace siri akwa.
agriculture,Tomorrow yam really grows well. again.,ji na-eto nke ọma.
government,Chinedu met the minister.,Chinedu zutere mịnista.
government,Chinedu really met the minister. immediately.,Chinedu zutere mịnista.
general,Peter works carefully.,Peter na-arụ ọrụ nlezianya.
general,Please Peter often works carefully. immediately.,Peter na-arụ ọrụ nlezianya.
general,Peter is a engineer.,Peter bụ injinia.
general,Kindly Peter is always a engineer. immediately.,Peter bụ injinia.
food,Quickly yam often tastes good.,ji na-atọ ụtọ.
government,Quickly The senator announced often a meeting. carefully.,senetọ kwupụtara nzukọ.
technology,Now Chinedu repaired really the keyboard. immediately.,Chinedu rụziri kiibọdụ.
education,Now Every sometimes electrician needs education. again.,onye ọkụ eletrik niile chọrọ agụmakwụkwọ.
health,Chinedu has diabetes.,Chinedu nwere shuga.
health,Today Chinedu really has diabetes. again.,Chinedu nwere shuga.
technology,Obinna repaired the hardware.,Obinna rụziri họdụwia.
technology,Obinna sometimes repaired the hardware. now.,Obinna rụziri họdụwia.
agriculture,Kindly John sometimes harvested cocoyam.,John kpọrọ ede.
technology,Tomorrow The database is new.,ụlọ nchekwa data ahụ dị ọhụrụ.
government,Now The election was peaceful. now.,Ntuli aka gara nke ọma.
education,Now Every really soldier needs education. carefully.,onye agha niile chọrọ agụmakwụkwọ.
health,Chinedu has cholera.,Chinedu nwere kọlera.
health,Please Chinedu very has cholera. again.,Chinedu nwere kọlera.
transportation,Today The sometimes motorcycle arrived early.,ọkada rutere n'oge.
health,Today Emeka always visited the hospital today.,Emeka gara ụlọ ọgwụ taa.
agriculture,Today The sometimes farmer planted vegetable. now.,Onye ọrụ ugbo kụrụ akwukwo nri.
weather,Grace likes the wind.,Grace hụrụ ifufe n'anya.
weather,Today Grace likes really the wind. now.,Grace hụrụ ifufe n'anya.
technology,Please Peter uses a computer. again.,Peter na-eji kọmputa.
agriculture,Chinedu harvested cassava.,Chinedu kpọrọ akpụ.
agriculture,Now Chinedu sometimes harvested cassava. carefully.,Chinedu kpọrọ akpụ.
health,John has malaria.,John nwere iba.
health,John sometimes has malaria.,John nwere iba.
food,David cooked rice.,David siri osikapa.
food,Now David often cooked rice. today.,David siri osikapa.
weather,Obinna often likes the rain. again.,Obinna hụrụ mmiri ozuzo n'anya.
education,Now The library always is open. again.,ọba akwụkwọ meghere.
agriculture,Please The farmer really planted vegetable. today.,Onye ọrụ ugbo kụrụ akwukwo nri.
health,Please Ada visited the always hospital today. again.,Ada gara ụlọ ọgwụ taa.
health,Today Chioma visited often the hospital today. carefully.,Chioma gara ụlọ ọgwụ taa.
agriculture,Today The farmer really planted vegetable.,Onye ọrụ ugbo kụrụ akwukwo nri.
weather,Please There is often storm today. now.,oke ifufe dị taa.
agriculture,maize really grows well. immediately.,ọka na-eto nke ọma.
business,Quickly The trader visited Owerri. today.,Onye ahịa gara Owerri.
education,Grace studies in the student.,Grace na-amụ na nwa akwụkwọ.
education,Today Grace studies in really the student. again.,Grace na-amụ na nwa akwụkwọ.
education,The sometimes school is open. again.,ụlọ akwụkwọ meghere.
weather,Now The wind sometimes is changing. now.,ifufe na-agbanwe.
food,Obinna always ate rice. again.,Obinna riri osikapa.
weather,There often is cloud today. again.,igwe ojii dị taa.
transportation,Tomorrow The sometimes airport arrived early. now.,ọdụ ụgbọ elu rutere n'oge.
agriculture,Today The farmer always planted cassava. immediately.,Onye ọrụ ugbo kụrụ akpụ.
education,John studies in the school.,John na-amụ na ụlọ akwụkwọ.
education,Today John studies in sometimes the school. immediately.,John na-amụ na ụlọ akwụkwọ.
technology,Ada repaired the software.,Ada rụziri sọftụwia.
technology,Tomorrow Ada repaired sometimes the software. now.,Ada rụziri sọftụwia.
general,The chair is beautiful.,oche ahụ dị mara mma.
general,Tomorrow The always chair is beautiful. now.,oche ahụ dị mara mma.
weather,Now There sometimes is storm today. carefully.,oke ifufe dị taa.
food,Now Obinna very ate egg. immediately.,Obinna riri akwa.
business,Emeka bought fish.,Emeka zụtara azụ.
business,Now Emeka really bought fish. carefully.,Emeka zụtara azụ.
weather,Kindly There is really storm today. immediately.,oke ifufe dị taa.
agriculture,rice sometimes grows well.,osikapa na-eto nke ọma.
government,Tomorrow The government always announced a meeting. today.,gọọmenti kwupụtara nzukọ.
transportation,Kindly Ada really boarded a bus. today.,Ada banyere bọs.
business,David bought yam.,David zụtara ji.
business,Please David very bought yam. carefully.,David zụtara ji.
health,Kindly The sometimes doctor treated diabetes. now.,Dọkịta gwọrọ shuga.
weather,Quickly There sometimes is weather today. now.,ihu igwe dị taa.
technology,Today Obinna often repaired the database. now.,Obinna rụziri ụlọ nchekwa data.
weather,Please The storm is changing. today.,oke ifufe na-agbanwe.
general,Grace has a chair.,Grace nwere oche.
general,Today Grace has often a chair. again.,Grace nwere oche.
business,Chinedu bought rice.,Chinedu zụtara osikapa.
business,Today Chinedu sometimes bought rice.,Chinedu zụtara osikapa.
general,Obinna is a engineer.,Obinna bụ injinia.
general,Kindly Obinna is always a engineer.,Obinna bụ injinia.
general,Peter lives in Nigeria.,Peter bi na Naịjirịa.
general,Please Peter often lives in Nigeria. today.,Peter bi na Naịjirịa.
government,Now The often election announced a meeting.,ntuli aka kwupụtara nzukọ.
technology,Grace repaired the software.,Grace rụziri sọftụwia.
technology,Today Grace often repaired the software.,Grace rụziri sọftụwia.
food,Emeka cooked bread.,Emeka siri achịcha.
food,Emeka very cooked bread. again.,Emeka siri achịcha.
